0.17674	0.53445	0
-2.66778	2.59238	0
3.3649	-4.90933	1
4.12858	-3.87685	1
-0.50635	-3.98608	0
4.12838	3.87124	1
-3.40381	3.02203	0
2.63301	2.38398	0
3.69541	-0.79159	1
-3.62271	-4.86432	1
2.68525	4.8527	0
-0.26992	-1.1319	0
1.72056	3.47182	1
-2.83867	-3.88929	0
-0.16323	4.10779	0
-1.98159	0.26017	1
-4.03726	1.35117	1
-1.35939	0.03438	0
1.35661	4.87713	0
2.20036	-2.17507	1
-0.24186	-4.56419	0
-0.70709	3.13038	1
0.63724	-0.12716	0
3.91968	1.11149	0
3.72242	-1.34908	1
-2.86823	0.25524	0
-4.50299	2.80833	1
-3.19501	2.42131	1
-2.89828	3.77535	1
0.14116	-1.33643	0
-4.86188	-3.95673	1
-0.37218	1.98617	1
-4.98661	-1.88474	0
4.19019	2.5608	0
0.95655	-0.1053	0
-2.92227	0.85199	1
4.26368	-0.69694	0
4.52531	4.78193	0
4.50806	-0.70465	0
4.08792	1.94383	0
4.83571	3.82943	1
4.01817	2.28969	1
-2.91329	1.50045	0
-3.29379	3.96161	0
4.10285	1.46337	1
-0.20805	-2.74186	1
-1.11206	-3.49607	0
-0.33434	-2.02631	1
1.65864	-0.69136	1
-4.6936	-0.7547	0
-2.9126	2.3931	1
1.17471	-0.03116	0
2.88716	2.2613	0
-1.44978	-2.17739	0
0.97132	1.59771	1
-3.80851	1.43392	0
2.97579	-3.95226	0
3.89331	-0.4202	0
3.31908	4.11955	0
0.33332	-2.97156	1
-2.81365	1.66953	0
-0.85644	1.50378	0
3.94025	-1.7916	1
-3.98969	-2.47752	1
-1.70016	0.73256	0
-2.15467	2.32373	1
-3.13199	-1.51913	0
-4.19334	-2.3922	0
0.98033	-4.83404	0
0.32638	-2.09376	1
0.90324	4.22977	1
-2.04632	-3.46393	1
-4.51403	4.44074	0
3.10377	-0.89338	0
-3.60702	3.97035	0
0.70743	-4.12428	0
0.60697	0.76359	0
-3.22923	-1.6272	0
2.71775	-1.06548	1
0.68749	1.63928	1
1.65065	2.09464	1
-1.98259	-0.16135	1
-1.57675	1.67687	1
-2.28839	-1.34271	0
1.4373	-0.14017	0
-4.46221	4.58284	0
-1.4211	0.47887	0
4.22958	3.28708	1
1.10996	-4.81511	1
-4.0903	-0.6877	0
2.45613	1.25812	0
2.38332	-0.07163	1
-4.39381	-1.27524	0
3.12385	3.18742	1
4.54967	-1.35468	0
1.28215	4.08272	1
-2.83551	-0.94577	1
0.97822	1.69512	0
-0.76321	3.42175	1
-4.11995	-4.5202	1
2.85	0.77985	0
-0.772	-1.03076	0
0.19129	1.9293	1
2.9313	-1.43749	1
-1.95373	-3.52101	1
2.73059	1.02565	0
-3.19755	-2.37248	1
3.19576	-3.89773	0
-0.8304	-4.36236	0
-3.2522	3.63014	0
-1.24494	1.60878	0
-0.61742	-3.55673	1
3.50772	-3.58516	1
-0.01646	2.06502	1
-4.7485	0.98612	0
0.11561	1.92451	0
3.64183	-1.16763	1
-1.58902	3.96773	0
3.38806	-3.65156	1
2.10858	-1.03126	0
1.65525	-1.13025	0
-3.89881	-1.70668	0
1.32544	-1.21571	0
-4.49903	3.75494	1
-3.79719	-1.59944	1
-4.54062	-0.74076	0
-2.25007	-3.83335	1
-4.35871	0.05934	0
0.12376	-3.77938	0
-0.05185	-2.65624	0
-4.29113	2.07502	1
-4.04937	0.13256	0
1.08566	-3.30684	1
-0.1776	4.36589	0
2.72572	-0.45167	1
-3.20898	3.60331	1
4.01429	2.00001	1
-3.64303	-2.94875	1
-0.47111	-1.5613	1
-0.59529	4.91536	1
1.89861	1.12275	0
-2.28541	1.40682	0
0.74847	-1.34147	1
-2.37928	-4.27408	0
-4.61587	-3.42905	0
3.62954	2.45184	1
-0.3712	3.25452	1
-4.78771	2.05856	1
2.90363	3.48987	1
-0.4732	2.95855	0
-1.01789	3.2059	1
2.72807	3.07809	0
-1.24034	-0.79769	0
4.86673	1.41088	1
4.36957	-4.87088	1
2.33259	-2.99518	1
3.36739	4.10998	1
0.73455	-4.95692	1
-0.78457	1.88227	0
3.46544	-4.25733	1
2.94678	4.0367	1
3.74072	-2.72098	0
-4.21911	0.29197	1
-4.29688	0.92284	0
-2.53355	-1.94916	0
-1.6366	3.38702	1
-0.23605	0.83879	1
-4.6991	-1.68128	0
0.54918	0.5576	1
-4.57812	-3.0557	0
-4.13623	0.35852	0
2.64883	4.53541	0
1.51481	1.95433	0
-1.5429	-3.97109	1
1.3485	-4.09196	1
4.79748	0.54434	0
-4.24417	-0.3492	0
-3.56021	1.22164	1
1.72914	1.51494	1
2.57782	3.30805	1
-4.59957	-2.64856	0
2.49974	-1.69124	0
-4.87718	-2.07411	0
1.80025	0.65977	0
2.38572	-1.25342	1
-4.92209	-1.5705	1
-2.56228	-0.72832	1
-3.26301	-4.54781	0
-2.79439	-0.11585	1
3.68162	4.88915	0
-0.95616	-1.97752	1
-2.84536	-0.15479	0
-0.36603	4.2971	1
-1.59669	-0.12335	0
-0.88234	-1.17347	0
1.24766	-4.84051	0
2.15504	4.09642	1
0.55321	-3.89069	1
2.63327	0.8742	1
3.46478	4.7203	0
3.827	3.50822	0
3.02725	-3.89303	1
1.81808	-4.0921	0
-0.64351	-3.24821	0
3.8057	3.92696	1
1.30713	-0.05896	0
-3.43243	0.89391	1
-2.17256	4.86195	0
3.64227	4.56244	0
-0.40234	-0.89688	0
-0.22424	0.42093	0
-3.14814	-1.1968	0
4.21944	-4.34311	0
0.19369	1.38046	1
-0.67037	3.30743	0
-3.03149	-0.38054	0
-2.21271	1.58671	1
-3.50503	-0.63458	0
-0.44413	-1.79299	0
-0.72769	4.30029	1
-4.88971	-4.82487	0
1.26752	2.74655	0
1.35976	-0.73815	1
4.03627	-4.58226	0
2.27166	0.12698	0
3.87952	-3.69868	1
-1.91621	-0.74335	1
4.07752	-2.48863	1
2.46898	-4.86227	1
